,513FC31103.pv,513HC31114-5.mv,513PC31201.pv,513LC31202.pv,513FC31409.pv,513FC31114-5.pv,513TC31220.pv,MFR
8/13/2018 11:45,24486.709,0.182,31.664185,76.59742,14423.963,0.092019903,79.350624,14.1
8/13/2018 12:45,24027.482,0.182,30.874382,78.236702,28324.428,0.116110142,80.294144,13.3
8/13/2018 13:45,24939.977,0.182,29.765425,76.146217,25624.34,0.14330198,79.634438,13
8/13/2018 15:45,23284.604,0.184,31.042624,77.3526,36548.711,0.131851554,80.651878,10.6
8/13/2018 17:45,25009.732,0.184,30.594601,76.604088,40376.758,0.134757209,80.355431,9.8
8/13/2018 19:45,24736.107,0.182,31.320396,78.088867,44789.824,0.1107088,80.059113,9
8/13/2018 21:45,24718.928,0.182,31.129099,76.459587,32411.35,0.113740769,80.052643,9.1
8/13/2018 23:45,23894.742,0.182,30.848934,76.994873,35909.066,0.13842942,80.448685,9.7
8/14/2018 0:45,24526.457,0.182,30.963402,76.943527,33390.277,0.12058505,79.88398,9.4
8/14/2018 1:45,24739.467,0.182,30.857731,77.138123,31913.123,0.123721878,80.122307,10
8/14/2018 3:45,24956.08,0.18000001,30.848673,76.940582,11822.331,0.12283015,79.194496,11.3
8/14/2018 5:45,24488.627,0.18000001,31.261547,76.216599,11274.608,0.11671302,78.64119,13.2
8/14/2018 7:45,24307.598,0.184,31.06971,77.417854,24380.123,0.116702868,79.921303,13.6
8/14/2018 9:45,25192.387,0.184,30.659607,75.332657,22656.738,0.115007497,79.555222,14
8/14/2018 11:45,23043.498,0.184,30.677557,77.099266,23510.168,0.116049339,80.262573,13.4
8/14/2018 13:45,23324.445,0.184,30.904408,77.240738,27225.973,0.114347081,79.85424,11.7
8/14/2018 15:45,23522.609,0.18000001,31.087429,76.697311,26508.652,0.110553146,79.544693,9.7
8/14/2018 17:45,22696.305,0.18000001,31.123234,77.279747,31870.938,0.121760022,80.407227,9.3
8/14/2018 19:45,23104.467,0.18000001,31.000908,76.649467,27266.838,0.107422326,80.151115,9.5
8/14/2018 21:45,22054.176,0.18000001,31.322866,77.030022,25189.781,0.106525579,79.541733,10.1
8/14/2018 23:45,24085.723,0.18000001,31.229626,77.64859,31752.172,0.119617161,80.966438,10.6
8/15/2018 0:45,23950.352,0.18000001,31.513193,76.682739,31981.184,0.097483692,79.955452,10.4
8/15/2018 1:45,24814.176,0.18000001,30.395416,75.859779,26474.785,0.126684426,79.328499,10.5
8/15/2018 3:45,24039.115,0.18000001,31.296326,76.937241,24114.41,0.12352946,79.754295,10.4
8/15/2018 5:45,22774.469,0.182,30.841568,77.554779,31164.807,0.11848672,80.686806,11.1
8/15/2018 7:45,23509.191,0.182,30.824717,77.608109,19213.91,0.10838181,79.981079,9.8
8/15/2018 9:45,22940.096,0.182,30.747993,77.592026,23944.164,0.1143439,80.093727,10.1
8/15/2018 11:45,22844.715,0.182,30.97714,77.31498,16811.596,0.10794927,79.242401,10.8
8/15/2018 13:45,23509.977,0.185,30.872875,77.703949,26671.352,0.111674638,80.0364,10.9
8/15/2018 15:45,23055.59,0.18700001,30.733162,76.667336,25365.871,0.13562296,80.157654,11.2
8/15/2018 17:45,23994.375,0.184,31.066462,77.325531,40493.242,0.11921562,80.467438,9.3
8/15/2018 19:45,23959.223,0.182,30.813774,77.329674,35432.996,0.126081792,80.441032,9.4
8/15/2018 21:45,23638.836,0.183,31.040113,76.947418,24119.594,0.113532397,79.826782,9.5
8/15/2018 23:45,23466.629,0.183,30.712784,77.21315,22192.482,0.12186453,79.576668,10
8/16/2018 1:45,23708.949,0.185,30.636683,75.938782,22993.393,0.119722725,79.654022,11.1
8/16/2018 3:45,23490.27,0.30000001,31.08222,75.634369,22063.129,0.12407615,78.898849,13.6
8/16/2018 5:45,24454.584,0.19,30.839182,76.369339,28657.088,0.216050944,80.288055,11.9
8/16/2018 7:45,23795.078,0.19,31.002754,77.484612,25013.115,0.11839613,79.557175,12.3
8/16/2018 9:45,24099.93,0.19,30.680149,77.352959,14925.684,0.118369655,81.967255,13
8/16/2018 10:45,21974.641,0.19499999,31.361038,77.435204,23695.195,0.11038678,82.993454,12.4
8/16/2018 11:45,21977.057,0.19499999,31.736252,77.150948,11362.707,0.2721523,84.172607,10.5
8/16/2018 12:45,18877.264,0.19499999,31.232567,77.5327,43393.223,0.248594006,87.205963,7.1
8/16/2018 13:45,24848.816,0.19499999,30.896963,76.913445,34209.82,0.148334382,84.172981,4.7
8/16/2018 14:45,22495.842,0.19499999,30.295441,76.558891,31743.018,0.155729354,83.630684,3.8
8/16/2018 21:45,22416.207,0.19499999,29.318314,77.024521,39589.262,0.12884021,82.664978,3
8/16/2018 23:45,22746.713,0.193,29.897013,77.116379,31901.875,0.11569503,80.473747,3.2
8/17/2018 1:45,24109.861,0.19599999,30.158155,76.786713,44007.145,0.164179728,81.550423,3.4
8/17/2018 3:45,23703.178,0.198,30.821199,77.087242,34913.18,0.162115494,80.608307,3.5
8/17/2018 5:45,24095.828,0.198,30.380575,76.868065,43445.891,0.17710173,80.783508,3.4
8/17/2018 7:45,25366.527,0.197,30.774963,77.321991,43736.492,0.162828621,80.836548,3.6
8/17/2018 9:45,25235.156,0.197,30.375898,77.109894,42296.707,0.174806492,80.561157,3.6
8/17/2018 11:45,24138.941,0.197,30.663975,77.281387,46022.27,0.150628264,80.771393,3.3
8/17/2018 13:45,26061.84,0.197,30.336102,77.125259,45559.637,0.163816186,80.63987,3.3
8/17/2018 15:45,25226.24,0.197,30.537209,77.041687,49231.832,0.166681373,80.834854,3.5
8/17/2018 17:45,25699.088,0.198,30.558369,77.049942,43486.285,0.168759537,79.699394,3.3
8/17/2018 19:45,25614.537,0.198,30.498083,76.871674,44588.227,0.168391731,79.948723,3.6
8/17/2018 21:45,24878,0.19400001,30.767275,77.192116,44189.703,0.15211165,79.790237,3.6
8/17/2018 23:45,25529.508,0.192,30.546551,76.939346,42065.031,0.172079737,79.759933,3.4
8/18/2018 1:45,24490.566,0.192,30.356852,77.01265,42853.945,0.172193477,80.06073,3.4
8/18/2018 3:45,24887.1,0.192,30.291058,76.949173,36111.656,0.161393329,79.747437,3.3
8/18/2018 5:45,24877.172,0.192,30.342388,76.542374,32071.855,0.167216715,79.592819,3.2
8/18/2018 7:45,23874.439,0.192,30.46022,76.888084,33269.672,0.15255007,79.796997,3.3
8/18/2018 9:45,23328.332,0.19,30.570229,77.147125,37154.52,0.153159805,80.21241,3.3
8/18/2018 11:45,23879.48,0.18799999,30.668112,77.335403,40238.926,0.140774453,80.053802,3.3
8/18/2018 13:45,24568.848,0.19599999,30.33886,77.124878,41620.98,0.167904385,80.07785,3.3
8/18/2018 15:45,25315.594,0.198,30.41197,76.755951,36703.547,0.163339829,79.927124,3
8/18/2018 17:45,24462.803,0.198,30.624985,77.239761,43223.699,0.164262527,79.970108,3.3
8/18/2018 19:45,25648.52,0.198,30.629086,77.073738,38846.848,0.13263473,79.50705,3.5
8/18/2018 21:45,24776.449,0.198,30.669336,76.715469,34730.492,0.152064735,79.59819,3.4
8/18/2018 23:45,24243.281,0.20200001,30.401722,77.20018,32871.754,0.15592742,79.920784,3.5
8/19/2018 1:45,24298.697,0.205,30.596203,76.694519,34409.059,0.150996625,79.969391,3.5
8/19/2018 3:45,24207.293,0.205,30.545172,77.318283,34966.922,0.15906416,79.980637,3.7
8/19/2018 5:45,24203.135,0.205,30.639942,77.21418,39908.895,0.159725203,80.286148,3.4
8/19/2018 7:45,23461.246,0.2,30.762905,76.749962,35927.035,0.161855427,79.996353,3.6
8/19/2018 9:45,24183.604,0.2,30.369513,77.411034,40297.473,0.15553477,80.189705,3.3
8/19/2018 10:45,23446.594,0.2,30.305397,77.126717,37490.652,0.170098474,80.2286,3.2
8/19/2018 11:45,23952.107,0.2,30.721697,77.137093,41616.914,0.153591861,80.407722,3.3
8/19/2018 12:45,25842.748,0.19499999,30.313313,76.654434,37610.844,0.153792531,79.357841,3.2
8/19/2018 13:45,24787.518,0.19499999,30.499393,77.480171,42455.797,0.165504593,79.808449,3.2
8/19/2018 14:45,24564.305,0.19499999,30.59623,77.397774,40696.66,0.153020361,80.075928,3.4
8/19/2018 15:45,25571.914,0.19499999,30.494112,77.075523,38576.055,0.145540798,79.723862,3.6
8/19/2018 17:45,25405.379,0.185,30.567175,77.090446,48880.609,0.150394087,80.131302,3.6
8/19/2018 18:45,25352.861,0.185,30.590963,77.147797,51930.953,0.169199627,80.433479,3.7
8/19/2018 19:45,24913.184,0.18000001,30.589039,77.696373,46478.684,0.157560632,80.188065,3.9
8/19/2018 20:45,24852.088,0.18000001,30.372894,76.939705,40581.004,0.161264496,80.049637,3.9
8/19/2018 21:45,24770.559,0.18000001,30.557936,77.243362,43954.324,0.15643655,80.076385,4.2
8/19/2018 23:45,25459.582,0.16500001,30.474926,77.192169,44748.648,0.155752714,79.72348,3.6
8/20/2018 1:45,24558.299,0.16500001,30.196106,76.921837,42339.664,0.16747956,80.134781,3.5
8/20/2018 3:45,24300.559,0.16500001,30.578953,77.07515,37480.453,0.141158956,79.950478,3.5
8/20/2018 5:45,24633.584,0.16500001,30.593729,77.066399,49883.844,0.145401947,80.43425,3.4
8/20/2018 7:45,24354.826,0.17,30.81811,77.390022,39070.883,0.152750823,79.992096,3.7
8/20/2018 8:45,24449.879,0.17,30.664846,76.954689,38937.297,0.140191926,79.831345,3.6
8/20/2018 9:45,24473.537,0.167,30.318163,76.588364,32960.16,0.138439006,79.920624,3.5
8/20/2018 11:45,24554.338,0.167,30.519039,78.011475,40550.855,0.13743132,80.108231,3.5
8/20/2018 13:45,24421.436,0.16500001,30.144653,76.622856,37180.152,0.12004615,80.000404,3.7
8/20/2018 15:45,24582.711,0.16500001,30.561316,76.737137,39145.668,0.120390867,79.819221,3.7
8/20/2018 17:45,24552.91,0.16500001,30.865713,77.518417,35146.711,0.13148394,80.118317,4.4
8/20/2018 19:45,24969.961,0.167,30.602722,78.537323,34308.875,0.1400861,80.09375,4.6
8/20/2018 21:45,24154.152,0.168,30.522573,77.703819,34205.832,0.146677871,80.001038,4.1
8/20/2018 23:45,24316.809,0.17,30.48876,78.586006,38714.113,0.14767998,80.02269,3.7
8/21/2018 1:45,24240.863,0.168,30.419987,77.541611,36476.5,0.158068878,79.879669,3.9
8/21/2018 3:45,24788.697,0.168,30.454414,77.645927,33400.16,0.148143357,79.63974,3.9
8/21/2018 5:45,23050.129,0.168,30.735523,77.148148,20832.816,0.123710397,79.345711,4.4
8/21/2018 7:45,22436.514,0.17,30.582497,77.924011,25213.986,0.126808395,79.717415,4.1
8/21/2018 9:45,22013.23,0.17,30.854881,77.975151,11861.938,0.107600022,79.512039,3.8
8/21/2018 11:45,21999.596,0.17,30.811253,78.179199,24588.34,0.142457014,79.800446,3.8
8/21/2018 13:45,22037.758,0.17200001,31.079077,78.66346,30920.621,0.14002555,80.30722,3.6
8/21/2018 14:45,22046.43,0.17200001,30.6171,77.698235,25559.08,0.152491996,79.51165,3.4
8/21/2018 15:45,22641.207,0.17,30.426744,77.941231,38868.961,0.143586658,80.347656,3.3
8/21/2018 17:45,23533.445,0.17,30.535456,78.26519,40806.418,0.134663316,79.980698,3.4
8/21/2018 19:45,22322.785,0.168,30.499222,77.83345,33332.547,0.138506257,79.931351,3.5
8/21/2018 21:45,22464.822,0.17200001,30.604549,78.634903,37536.457,0.136478324,80.267258,3.4
8/21/2018 23:45,22407.611,0.17200001,30.488695,77.760574,30364.568,0.124685495,79.654228,3.5
8/22/2018 1:45,22589.195,0.17200001,30.359299,78.244926,33970.508,0.140185559,80.28582,3.6
8/22/2018 3:45,22400.752,0.17399999,30.750334,77.959961,34331.43,0.12739841,79.859268,3.7
8/22/2018 5:45,22601.174,0.17399999,30.597412,78.525078,38792.617,0.130936111,80.303642,3.6
8/22/2018 9:45,21631.82,0.17900001,30.343996,77.841476,35196.406,0.10960458,80.090965,3.7
8/22/2018 11:45,20966.973,0.17900001,30.332382,78.010902,34449.246,0.11033743,80.127617,3.7
8/22/2018 13:45,21186.602,0.18099999,30.498671,77.85614,33929.27,0.149983,79.811142,3.6
8/22/2018 15:45,21191.689,0.178,30.358658,77.918549,39012.207,0.122639692,80.358185,3.4
8/22/2018 17:45,21944.107,0.178,30.323528,78.040245,35996.883,0.131223354,79.999458,3.2
8/22/2018 18:45,20442.41,0.178,30.689434,78.184196,36556.066,0.123348578,80.234619,3.2
8/22/2018 19:45,23046.773,0.176,30.739197,77.914841,39764.492,0.119290496,79.951126,3.4
8/22/2018 21:45,22828.135,0.178,30.420301,78.370026,42765.219,0.11514291,80.190865,3.7
8/22/2018 23:45,21653.371,0.178,30.296303,78.571579,40398.918,0.12090901,80.215172,3.8
8/23/2018 1:45,21384.777,0.182,30.376404,78.352554,29677.354,0.093040467,80.00869,4.2
8/23/2018 2:45,21185.857,0.182,30.436768,78.160683,30802.314,0.115351498,79.815727,4.2
8/23/2018 3:45,21406.643,0.30000001,30.515619,77.732315,23610.809,0.136257615,79.746613,4.3
8/23/2018 5:45,21130.711,0.18000001,30.513523,78.148445,27446.945,0.13402534,79.441887,4.1
8/23/2018 6:45,21161.438,0.18000001,30.395626,78.161469,27256.816,0.095833685,80.01606,4.1
8/23/2018 7:45,21737.68,0.184,30.504354,78.521729,35256.27,0.11586304,80.192749,4.1
8/23/2018 9:45,20540.496,0.184,30.547726,77.293114,33474.805,0.15868451,81.439316,4.1
8/23/2018 11:45,21329.23,0.184,30.710613,77.731079,36562.336,0.128324482,79.72847,3.5
8/23/2018 14:45,21202.232,0.182,30.603737,78.092506,33816.965,0.105834659,79.790627,3.5
8/23/2018 15:45,20997.889,0.182,30.761045,77.987122,36716.574,0.106226644,79.86554,3.2
8/23/2018 17:45,21485.02,0.182,30.596437,79.165413,42718.09,0.11135028,80.637436,3.6
8/23/2018 21:45,21867.225,0.184,30.326677,78.088242,31915.162,0.119301676,79.825066,3.7
8/23/2018 23:45,21334.146,0.184,30.672459,77.569923,33027.559,0.101017195,79.188087,3.6
8/24/2018 9:45,22162.662,0.182,30.210342,78.598648,41232.211,0.158251776,80.680168,3.6
8/24/2018 10:45,22522.773,0.175,30.410141,78.199554,44152.563,0.163273956,80.389114,3.4
8/24/2018 11:45,23804.041,0.17,30.382982,77.950951,46814.219,0.162328855,80.533447,3.4
8/24/2018 13:45,22654.367,0.17,30.340773,77.698425,40542.512,0.164549631,80.207077,3.2
8/24/2018 14:45,21987.844,0.18000001,30.461773,78.224556,39279.332,0.159409839,79.804863,3.4
8/24/2018 15:45,21306.957,0.18000001,30.702499,77.45652,36695.336,0.146697779,79.970078,3.3
8/24/2018 16:45,22358.135,0.18000001,30.592197,77.717567,30719.988,0.115355235,79.212067,3.2
8/24/2018 17:45,22882.6,0.178,30.121807,77.473846,36073.238,0.149796063,80.28463,3.4
8/24/2018 19:45,22845.189,0.17399999,30.416075,77.753136,39191.324,0.20086641,79.848473,3.3
8/24/2018 21:45,21852.838,0.17399999,30.263899,77.795746,38226.102,0.132925287,80.08152,3.6
8/24/2018 23:45,22604.914,0.17,30.502832,77.958794,30243,0.123810928,79.345215,3.4
8/25/2018 1:45,20047.268,0.16500001,30.818588,78.29052,26310.809,0.104456555,79.573608,3.6
8/25/2018 3:45,20838.914,0.162,30.707069,77.349525,31360.471,0.105970505,79.915306,3.3
8/25/2018 5:45,20852.795,0.162,30.975534,77.815361,32170.814,0.080340535,79.461014,3.3
8/25/2018 9:45,20128.043,0.16,30.502476,77.694099,25089.281,0.112130087,79.467796,3.3
8/25/2018 11:45,22500.535,0.167,31.151321,78.426834,37604.477,0.16365502,80.60672,3.8
8/25/2018 13:45,25029.438,0.167,29.497437,77.972939,41068.211,0.146784168,79.795074,3.7
8/25/2018 15:45,24347.801,0.19,30.115952,78.100822,33518.031,0.13009632,79.955887,3.8
8/25/2018 17:45,24543.986,0.19,30.869526,78.328407,34221.043,0.12669611,80.372925,3.7
8/25/2018 19:45,23560.912,0.19499999,30.15844,78.560173,35249.727,0.154334543,80.361015,4
8/25/2018 23:45,25108.578,0.2,30.136511,78.201439,47382.352,0.15352416,80.664246,3.7
8/26/2018 1:45,24350.738,0.2,30.500746,78.069359,37990.715,0.12475945,80.259705,3.7
8/26/2018 3:45,26226.348,0.2,30.635675,78.333939,35837.332,0.13558343,79.425735,3.9
8/26/2018 5:45,25460.9,0.2,30.55006,77.976364,36770.863,0.1501888,79.62114,4.1
8/26/2018 7:45,24524.098,0.2,30.381567,78.196579,39236.684,0.18361785,80.533356,4
8/26/2018 9:45,23884.641,0.2,30.818821,77.33606,45085.156,0.10555762,80.270149,3.9
8/26/2018 11:45,24200.324,0.205,30.524391,77.830124,25372.945,0.13285263,78.972466,3.7
8/26/2018 13:45,22440.916,0.20200001,30.446726,77.918442,29128.24,0.125940601,79.84034,3.6
8/26/2018 15:45,23665.039,0.20200001,30.637014,78.114677,42198.879,0.13000457,80.672836,3.5
8/26/2018 17:45,23758.254,0.20200001,30.567415,77.461235,35727.676,0.15067786,80.106262,3.5
8/26/2018 19:45,23745.178,0.20200001,30.608347,77.627922,36395.449,0.140930049,80.422997,3.4
8/26/2018 21:45,23868.168,0.20200001,30.68615,78.592674,33993.375,0.135136725,80.126396,3.2
8/26/2018 23:45,25253.906,0.204,30.435635,77.998497,44754.98,0.13718635,80.409988,3.6
8/27/2018 1:45,24623.949,0.204,30.446524,77.73101,37371.535,0.186785751,79.787338,3.8
8/27/2018 3:45,25983.271,0.204,30.535137,78.360107,39458.461,0.12720479,79.755081,3.7
8/27/2018 5:45,24261.352,0.204,30.268473,77.888901,36714.703,0.12095973,79.837914,3.5
8/27/2018 7:45,25203.1,0.206,30.317305,77.61245,34818.652,0.12174718,79.530006,3.4
8/27/2018 9:45,25149.826,0.206,30.962786,78.059029,37429.414,0.12301795,79.677406,3.6
8/27/2018 11:45,24708.666,0.206,30.671555,77.721863,33318.664,0.1291297,79.304047,3.8
8/27/2018 13:45,25434.73,0.208,30.54825,78.238251,39605.34,0.142276779,79.74646,3.8
8/27/2018 15:45,26024.115,0.208,30.56871,78.047073,39336.766,0.115092032,79.526489,3.9
8/27/2018 17:45,24176.676,0.208,30.889463,78.112411,40002.148,0.145089162,80.139786,4.1
8/27/2018 19:45,25942.156,0.208,30.217737,78.00087,42942.676,0.179400219,80.020615,4.1
8/27/2018 21:45,25273.064,0.208,30.623543,78.012856,33946.563,0.11826001,79.630035,4
8/27/2018 23:45,24448.941,0.208,30.606853,78.065987,39036.926,0.13371171,80.0336,4
8/28/2018 1:45,24222.496,0.208,30.945198,77.648483,41122.582,0.132971919,80.040482,3.8
8/28/2018 3:45,25063.617,0.208,30.470938,76.943275,38662.227,0.160663479,79.699974,3.7
8/28/2018 5:45,24515.576,0.208,30.573429,77.209717,40508.098,0.135184602,80.378014,3.7
8/28/2018 7:45,25528.271,0.208,30.251553,76.772842,33778.703,0.15476151,79.613167,3.9
8/28/2018 9:45,25787.971,0.206,30.666973,77.072365,50338.156,0.148195169,80.649635,3.8
8/28/2018 11:45,24991.121,0.206,30.057018,76.924538,38077.379,0.13015819,79.708839,3.7
8/28/2018 13:45,22127.064,0.206,31.355906,77.182152,33971.16,0.093593764,80.057999,3.8
8/28/2018 15:45,23968.307,0.208,30.826391,76.63063,27459.07,0.117346449,78.853188,3.8
8/28/2018 17:45,23002.238,0.208,30.299131,76.89566,27050.789,0.13490552,80.065613,3.9
8/28/2018 19:45,21690.545,0.208,30.724487,77.317963,19311.84,0.128326472,80.010201,3.8
8/28/2018 21:45,22999.908,0.20999999,30.659626,76.986687,37208.906,0.138192104,80.417496,3.9
8/28/2018 23:45,23740.785,0.20999999,30.501284,77.469254,37878.496,0.149914708,80.183495,3.7
8/29/2018 1:45,22894.055,0.20999999,30.425154,77.360252,29995.406,0.130800765,79.984222,3.4
8/29/2018 3:45,23501.672,0.20999999,30.721966,77.049042,34668.555,0.127122388,80.308304,3.4
8/29/2018 5:45,23172.855,0.20999999,30.487028,76.82991,27642.631,0.12664711,79.836411,3.6
8/29/2018 7:45,23010.465,0.20999999,30.547293,76.809166,29733.248,0.1380637,80.043945,3.7
8/29/2018 9:45,24619.004,0.20999999,30.354088,77.182114,32313.578,0.12363361,79.967239,3.8
8/29/2018 11:45,24928.457,0.20999999,30.3009,77.042854,33865.707,0.129064787,79.868805,3.8
8/29/2018 13:45,24928.91,0.20999999,29.910593,77.351471,45706.742,0.178221978,81.262199,3.6
8/29/2018 15:45,25946.363,0,30.144756,76.938972,38807.18,0.148074045,79.664238,3.9
8/29/2018 17:45,25276.58,0.20999999,30.5319,77.457634,37436.324,0.143068736,79.849129,3.9
8/29/2018 19:45,24152.779,0.20999999,30.440712,77.291145,30326.643,0.157283679,79.817932,3.7
8/29/2018 21:45,24577.34,0.20999999,30.511253,77.18988,38886.813,0.12367997,80.129639,3.7
8/29/2018 23:45,24784.061,0.20999999,30.230219,76.677391,32852.949,0.1508486,79.451126,3.5
8/30/2018 1:45,24160.029,0.20999999,30.528461,77.158394,32563.641,0.132598414,79.647614,3.4
8/30/2018 3:45,24674.273,0.20999999,30.328058,77.289017,31389.164,0.13809779,79.982567,3.4
8/30/2018 5:45,24315.42,0.20999999,30.52002,77.086441,32732.303,0.112875583,80.058609,3.4
8/30/2018 7:45,24714.129,0.20999999,30.460762,77.121567,36233.801,0.13523066,80.04496,3.6
8/30/2018 9:45,24004.82,0.20999999,30.521685,76.411911,34304.844,0.127362355,79.590431,3.7
8/30/2018 11:45,23631.275,0.20999999,30.387854,76.741264,36223.332,0.141632873,80.332451,3.7
8/30/2018 13:45,24191.902,0.20999999,30.352009,77.146576,37542.406,0.12572315,80.374565,3.8
8/30/2018 15:45,24894.996,0.20999999,30.505793,76.93856,35949.926,0.152726754,79.618927,4.1
8/30/2018 17:45,23946.838,0.20999999,30.324839,77.001312,42850.383,0.155762171,80.146294,4.1
8/30/2018 19:45,24837.863,0.208,30.424778,76.951767,33551.992,0.130055986,79.9384,4.4
8/30/2018 21:45,24322.285,0.208,30.68931,77.003868,34792.723,0.143418836,79.753128,4
8/30/2018 23:45,23863.318,0.208,30.257145,76.888687,35152.66,0.14847121,80.192352,3.5
8/31/2018 1:45,23336.369,0.208,30.602772,77.193687,34677.133,0.132448873,80.457329,3.6
8/31/2018 3:45,24524.813,0.205,30.600412,76.969856,29671.24,0.131801749,79.585312,3.6
8/31/2018 5:45,24389.436,0.205,30.623598,76.942894,31137.627,0.14191902,79.844772,3.6
8/31/2018 7:45,24448.107,0.205,30.614975,77.130394,33291.805,0.160309802,79.787453,3.7
8/31/2018 9:45,24453.135,0.205,30.565165,76.804993,35217.359,0.149216199,80.167908,3.8
8/31/2018 11:45,24690.945,0.205,30.339893,77.016045,33091.266,0.14122918,79.959229,3.4
8/31/2018 13:45,23857.639,0.20299999,30.798429,77.20974,40362.648,0.11792004,80.316132,3.6
8/31/2018 15:45,23326.629,0.20299999,30.57576,76.813828,32862.898,0.146182345,79.990608,3.5
8/31/2018 17:45,25258.686,0.20299999,30.81163,76.942215,37505.289,0.14714184,79.900391,3.4
8/31/2018 19:45,24816.174,0.2,30.609974,76.837082,36900.324,0.155624703,79.821716,3.6
8/31/2018 21:45,25321.297,0.2,30.458967,76.411156,38688.285,0.147470546,79.660683,3.6
8/31/2018 23:45,25269.723,0.2,30.564995,77.283241,34995.094,0.138282473,79.707558,3.6
09-01-18 1:45,25468.875,0.2,30.584808,76.89296,39577.289,0.15611617,79.598549,3.8
09-01-18 3:45,24853.752,0.20100001,30.397274,76.723701,42017.918,0.141422553,80.124207,4.1
09-01-18 5:45,25771.482,0.198,30.399712,77.228546,41990.375,0.152026359,80.299355,4
09-01-18 7:45,25389.494,0.198,30.552927,76.850372,42431.453,0.127967617,80.365738,3.9
09-01-18 9:45,25838.734,0.198,30.63962,77.196732,45252.457,0.14497463,80.354019,4.1
09-01-18 11:45,25245.539,0.19599999,30.676443,77.4338,40395.473,0.15068971,80.170975,3.7
09-01-18 13:45,25625.688,0.19599999,30.342749,76.974541,43754.773,0.15902111,80.458679,3.6
09-01-18 15:45,24847.305,0.19599999,30.467426,76.984879,36306.563,0.15724109,79.914307,3.3
09-01-18 17:45,25920.969,0.19599999,30.184155,77.458267,38064.91,0.15217613,80.458,3.3
09-01-18 18:45,25782.93,0.19599999,30.267183,76.920731,40238,0.145602607,79.716179,3.6
09-01-18 19:45,25904.73,0.19599999,30.520048,76.614891,40780.699,0.1366787,79.767944,3.7
09-01-18 21:45,25600.777,0.19599999,30.664894,77.422012,32843.656,0.12827079,79.625366,3.8
09-01-18 23:45,24778.111,0.19599999,30.484051,76.485748,38767.836,0.1364729,79.753326,3.7
09-02-18 1:45,25835.504,0.19599999,30.429735,76.791939,37614.781,0.14405549,79.982918,3.5
09-02-18 3:45,25887.449,0.19599999,30.534393,77.013016,45307.773,0.12821479,80.279434,3.7
09-02-18 5:45,25323.977,0.19599999,30.561382,76.947433,36701.047,0.14099847,79.621887,3.5
09-02-18 7:45,24444.965,0.19599999,30.563303,77.260277,42996.441,0.15037757,79.949631,3.3
09-02-18 9:45,24899.66,0.19599999,30.482704,76.56871,37511.238,0.14430846,80.184273,3.2
09-02-18 11:45,24382.934,0.19599999,30.569611,77.375237,42887.406,0.13808021,80.629936,3.3
09-02-18 13:45,24353.094,0.19599999,30.563425,77.219017,38532.145,0.13311864,80.18766,3.3
09-02-18 15:45,24406.756,0.19599999,30.500793,77.331696,40457.59,0.13564973,80.247711,3.1
09-02-18 17:45,24392.553,0.19599999,30.640182,77.147018,37693.324,0.134624449,79.910881,3.3
09-02-18 19:45,24775.186,0.19599999,30.478167,77.429039,39450.707,0.14489719,80.00177,3.2
09-02-18 21:45,25197.209,0.19599999,30.376125,76.910278,32697.607,0.14637619,79.74601,3.5
09-02-18 23:45,25470.328,0.19599999,30.405005,76.74588,34832.828,0.13749039,79.610176,3.7
09-03-18 1:45,25216.852,0.19400001,30.838505,76.886688,39104.852,0.12962343,79.691658,3.9
09-03-18 3:45,25171.643,0.19400001,30.751541,77.255989,30398.137,0.1320345,79.371468,3.9
09-03-18 5:45,24451.191,0.19400001,30.488188,77.200363,29520.227,0.14665632,79.749619,3.8
09-03-18 7:45,23912.914,0.19400001,30.494808,77.02597,29275.152,0.13306665,80.200409,3.7
09-03-18 9:45,24374.613,0.19400001,30.567577,77.254921,41915.684,0.13560024,80.711983,3.5
09-03-18 11:45,23086.686,0.19400001,30.637739,76.54245,35515.68,0.13119172,79.94828,3.5
09-03-18 13:45,24435.908,0.19599999,30.7742,76.894333,30610.244,0.13388926,79.741898,3.5
09-03-18 15:45,23955.195,0.19599999,30.314365,77.040588,36179.688,0.137122957,80.336411,3.5
09-03-18 17:45,24363.109,0.19599999,30.420628,77.578941,36366.023,0.13603094,80.388779,3.6
09-03-18 19:45,24823.762,0.19599999,30.346729,76.760689,31678.01,0.15832445,80.028419,3.7
09-03-18 21:45,24887.328,0.19599999,30.615366,76.726776,31397.898,0.15013656,79.309967,3.3
09-03-18 23:45,24690.195,0,30.450525,77.130013,34929.891,0.13661015,80.17804,3.7
09-04-18 1:45,24706.6,0.19599999,30.328968,76.667892,35223.25,0.14913595,79.98111,3.5
09-04-18 3:45,24353.898,0.19599999,30.507526,77.13028,35245.258,0.13692914,80.16555,3.8
09-04-18 5:45,25189.402,0.19599999,30.469713,77.278854,35562.324,0.14073281,80.308372,3.7
09-04-18 7:45,25219.734,0.19599999,30.461906,76.94268,31968.766,0.15201245,79.654991,3.4
09-04-18 9:45,24363.402,0.28999999,30.488508,77.263191,33832.051,0.11373308,80.469482,3.5
09-06-18 14:45,17928.918,0.2,28.8599,81.080116,43963.117,0.346592778,91.566544,5.7
09-06-18 15:45,24006.768,0.19499999,28.908342,77.991013,39913.973,0.200122252,84.992203,5.4
